PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,TotalPlayTimeMinutes,Engaged
9042,31,Male,USA,Action,2.244646562637268,0,Medium,15,68,88,39,Medium,134.67879375823605,0
9043,18,Male,Other,RPG,13.153809578502678,0,Medium,12,115,98,7,Medium,789.2285747101606,0
9044,16,Female,Europe,Action,2.61963355317819,0,Easy,14,149,10,34,High,157.1780131906914,1
9045,20,Male,Asia,RPG,16.58532904749496,0,Medium,19,65,34,46,Medium,995.1197428496976,0
9046,18,Male,USA,RPG,15.65317440909562,0,Easy,17,176,45,43,High,939.1904645457372,1
9047,43,Male,USA,Strategy,1.5959787198659905,0,Medium,3,31,73,49,Low,95.75872319195943,0
9048,32,Female,USA,Sports,11.198056677031936,0,Easy,19,77,51,38,High,671.8834006219162,1
9049,40,Male,Europe,Sports,17.06770113669252,0,Hard,8,94,31,13,Medium,1024.0620682015513,0
9050,48,Male,Other,RPG,19.216494885917577,0,Hard,3,146,22,32,Medium,1152.9896931550545,0
9051,24,Male,USA,Sports,0.8741881074057289,0,Medium,8,45,19,21,High,52.45128644434374,1
9052,28,Male,Europe,Simulation,11.216713856822746,0,Easy,8,134,64,25,Medium,673.0028314093648,0
9053,45,Male,Europe,Simulation,23.70289731941193,1,Easy,1,50,95,26,Low,1422.173839164716,0
9054,29,Male,Europe,RPG,9.210122598314191,1,Easy,15,171,6,16,High,552.6073558988514,1
9055,22,Female,USA,RPG,12.818930926253454,1,Easy,8,46,8,0,Medium,769.1358555752073,0
9056,28,Male,USA,Simulation,7.181065650658029,0,Easy,8,139,20,1,Medium,430.86393903948175,0
9057,37,Male,USA,Simulation,1.3216351452681234,1,Easy,15,36,88,36,Medium,79.2981087160874,0
9058,35,Male,USA,Simulation,21.68627463251469,0,Easy,15,148,73,43,High,1301.1764779508812,1
9059,30,Female,USA,Strategy,15.154138638867636,0,Easy,9,153,46,19,Medium,909.2483183320581,0
9060,32,Male,USA,Action,12.55512156935372,0,Hard,11,138,27,13,High,753.3072941612231,1
9061,38,Female,USA,Strategy,19.463563663701805,0,Medium,19,155,35,30,High,1167.8138198221084,1
9062,40,Female,Europe,Simulation,3.529623978015405,0,Easy,2,94,76,42,Medium,211.7774386809243,0
9063,39,Male,Other,Action,20.855935292615897,0,Hard,16,140,10,16,High,1251.356117556954,1
9064,43,Male,Other,Sports,14.627357000797517,0,Easy,1,16,38,43,Low,877.6414200478509,0
9065,29,Female,USA,Simulation,17.00264693146226,1,Easy,16,135,80,43,High,1020.1588158877355,1
9066,15,Female,USA,Simulation,14.896177519430692,0,Easy,6,49,58,42,Medium,893.7706511658415,0
9067,39,Female,Other,Sports,19.752971845981367,0,Medium,7,46,26,47,Medium,1185.178310758882,0
9068,21,Female,Europe,Action,19.025309404996168,0,Easy,13,30,3,40,Medium,1141.51856429977,0
9069,23,Male,Other,Simulation,13.724648498671089,1,Medium,17,167,72,24,High,823.4789099202653,1
9070,38,Female,Europe,Action,20.16071100731581,0,Easy,13,79,29,32,Medium,1209.6426604389487,0
9071,15,Male,Asia,Strategy,18.85035866001133,0,Medium,7,111,45,2,Medium,1131.0215196006798,0
9072,22,Male,Europe,RPG,12.082181787612544,1,Easy,7,79,46,32,Medium,724.9309072567527,0
9073,38,Female,Europe,Strategy,2.2623788685222417,0,Medium,12,131,12,37,High,135.7427321113345,1
9074,25,Male,Europe,RPG,20.812949081354795,1,Easy,19,109,91,48,High,1248.7769448812876,1
9075,31,Male,USA,Simulation,9.00911457935074,0,Easy,14,106,23,1,High,540.5468747610444,1
9076,22,Male,Asia,Strategy,19.663555948593377,1,Medium,3,29,9,30,Low,1179.8133569156025,0
9077,49,Male,USA,Strategy,18.53536572246272,1,Easy,0,83,15,4,Low,1112.1219433477634,0
9078,49,Female,USA,Sports,2.040757120839902,1,Easy,12,70,33,33,Medium,122.4454272503941,0
9079,47,Male,Asia,RPG,6.534987238893371,0,Easy,10,14,15,25,Low,392.0992343336023,0
9080,19,Female,Europe,RPG,19.8608123586172,1,Easy,1,139,24,0,Low,1191.648741517032,0
9081,42,Male,USA,Simulation,13.981026479981786,0,Medium,12,34,14,15,Medium,838.8615887989072,0
9082,21,Male,USA,Sports,7.743327855210592,0,Easy,5,77,40,38,Medium,464.5996713126355,0
9083,23,Male,USA,Sports,3.7993760618991423,1,Easy,12,41,73,10,Medium,227.96256371394855,0
9084,22,Male,USA,RPG,10.391518408495156,0,Easy,19,102,14,24,High,623.4911045097093,1
9085,26,Male,USA,Sports,15.07465364685181,0,Medium,4,117,4,49,Medium,904.4792188111087,0
9086,48,Female,Asia,Action,8.45765169975634,1,Easy,3,122,89,24,Medium,507.4591019853804,0
9087,47,Male,Europe,Simulation,14.432201516019694,0,Hard,18,14,78,4,Low,865.9320909611816,0
9088,37,Male,USA,Strategy,19.501707922419776,0,Medium,11,147,40,49,High,1170.1024753451866,1
9089,38,Male,Europe,RPG,6.496475465416331,1,Medium,8,107,11,7,Medium,389.78852792497986,0
9090,49,Male,USA,Sports,2.1494952130714235,0,Medium,14,36,59,35,Medium,128.9697127842854,0
9091,36,Male,USA,Sports,4.31332838120464,0,Easy,1,73,76,15,Low,258.7997028722784,0
9092,41,Female,Europe,Sports,5.694275828168046,1,Easy,7,12,77,28,Low,341.6565496900828,0
9093,49,Male,Asia,Simulation,3.1093326260751075,0,Easy,0,99,80,42,Low,186.55995756450645,0
9094,15,Male,Asia,Strategy,9.744040836920972,1,Hard,4,32,33,42,Low,584.6424502152583,0
9095,49,Male,Europe,Sports,7.838044518431901,0,Easy,19,126,3,14,High,470.28267110591406,1
9096,28,Male,USA,Strategy,9.208410715098555,1,Medium,1,84,61,39,Low,552.5046429059133,0
9097,17,Male,Europe,Strategy,8.644038308703859,0,Easy,3,117,1,11,Medium,518.6422985222315,0
9098,15,Female,Europe,Simulation,5.970601392200956,0,Easy,11,55,54,37,Medium,358.23608353205736,0
9099,19,Female,USA,Sports,15.377172223047586,0,Hard,14,93,65,42,High,922.6303333828552,1
9100,40,Male,Europe,Sports,5.80504022403155,0,Medium,5,40,89,29,Medium,348.302413441893,0
9101,28,Female,Europe,Strategy,22.350824629219,0,Hard,11,109,53,18,Medium,1341.04947775314,0
9102,41,Male,Europe,Sports,7.648375781283178,0,Easy,2,33,54,33,Low,458.9025468769907,0
9103,23,Female,Europe,Simulation,22.876692544657125,0,Medium,8,91,38,14,Medium,1372.6015526794274,0
9104,29,Female,Other,Sports,4.557998876469405,0,Easy,16,36,22,36,Medium,273.4799325881643,0
9105,29,Male,Europe,Sports,2.0673841286865047,1,Easy,15,101,73,45,High,124.04304772119028,1
9106,40,Male,Asia,Sports,7.383373195576563,0,Easy,15,24,56,17,Medium,443.00239173459374,0
9107,27,Male,Other,Simulation,7.733396192629242,0,Hard,17,72,45,48,Medium,464.00377155775453,0
9108,46,Male,Asia,Strategy,19.40450332244644,1,Medium,9,127,75,32,Medium,1164.2701993467865,0
9109,46,Male,Other,Strategy,18.55396821448505,0,Easy,12,96,2,21,Medium,1113.238092869103,0
9110,18,Female,Asia,Sports,4.456026910768445,0,Easy,16,121,10,35,High,267.3616146461067,1
9111,44,Male,USA,Simulation,22.14322250875968,0,Hard,7,60,5,30,Medium,1328.593350525581,0
9112,37,Male,USA,Sports,8.499982200955518,0,Medium,18,145,88,15,High,509.9989320573311,1
9113,29,Female,USA,Simulation,23.694606600294044,0,Medium,3,51,72,44,Low,1421.6763960176427,0
9114,43,Female,USA,Simulation,23.165252611397225,0,Easy,14,96,42,47,High,1389.9151566838334,1
9115,27,Male,USA,Strategy,6.549913698732847,0,Hard,18,111,34,9,High,392.9948219239708,1
9116,46,Female,Asia,Action,10.825598338043754,0,Medium,12,142,24,18,High,649.5359002826252,1
9117,21,Female,USA,Action,20.277652343428397,1,Easy,17,142,12,20,High,1216.659140605704,1
9118,36,Male,Asia,RPG,7.245611011215005,0,Easy,3,69,52,14,Low,434.7366606729003,0
9119,42,Male,Other,RPG,10.776915901085236,0,Medium,7,154,23,19,Medium,646.6149540651141,0
9120,16,Female,USA,Action,4.622791147216765,1,Easy,17,149,48,14,High,277.36746883300594,1
9121,20,Female,USA,Strategy,11.929378551497177,0,Medium,11,75,69,25,Medium,715.7627130898306,0
9122,42,Male,Asia,RPG,6.566794339859006,0,Hard,15,17,19,43,Low,394.00766039154036,0
9123,42,Male,USA,Action,2.7313181997200733,0,Medium,17,62,77,35,Medium,163.8790919832044,0
9124,34,Female,USA,Strategy,16.591687482718527,0,Medium,13,124,35,43,High,995.5012489631116,1
9125,44,Female,USA,RPG,8.583797272700018,0,Medium,11,34,8,11,Medium,515.027836362001,0
9126,25,Female,USA,RPG,12.763140085923611,0,Medium,7,108,76,1,Medium,765.7884051554166,0
9127,42,Female,Asia,Action,13.297752190463775,0,Easy,19,157,85,7,High,797.8651314278266,1
9128,39,Female,Europe,RPG,14.173755660725837,0,Easy,15,108,49,32,High,850.4253396435502,1
9129,47,Female,USA,Strategy,18.49464367093109,0,Easy,2,65,92,45,Medium,1109.6786202558653,0
9130,15,Female,Europe,Action,17.223879815467022,1,Hard,5,94,76,14,Medium,1033.4327889280214,0
9131,41,Female,USA,Strategy,18.224655455153925,0,Medium,1,70,5,43,Low,1093.4793273092355,0
9132,27,Male,USA,RPG,19.48783440802375,0,Medium,16,154,13,27,High,1169.2700644814252,1
9133,17,Female,Europe,Strategy,9.483212067452136,0,Medium,7,78,54,36,Medium,568.9927240471281,0
9134,20,Male,Europe,Sports,19.047461153319887,0,Easy,18,14,49,5,Low,1142.8476691991932,0
9135,22,Male,USA,Simulation,8.612156614530551,1,Hard,13,21,58,19,Low,516.729396871833,0
9136,41,Male,Asia,RPG,9.987578341053728,0,Easy,1,124,15,24,Low,599.2547004632237,0
9137,23,Male,Asia,Sports,21.65638259550117,0,Easy,7,45,45,42,Medium,1299.3829557300703,0
9138,47,Male,Other,Simulation,16.209307153657114,0,Medium,6,62,96,40,Medium,972.5584292194269,0
9139,38,Female,Europe,Action,5.990720486362284,1,Medium,7,43,72,16,Medium,359.4432291817371,0
9140,29,Female,USA,Simulation,15.973762574875895,0,Easy,1,69,81,14,Low,958.4257544925537,0
9141,46,Female,Asia,Action,3.683183597785032,0,Easy,19,42,64,31,Medium,220.9910158671019,0
9142,46,Female,USA,Sports,6.252455837162762,1,Hard,8,103,54,36,Medium,375.1473502297657,0
9143,38,Male,USA,Simulation,1.3485441645161362,1,Hard,3,124,82,4,Medium,80.91264987096818,0
9144,26,Male,Asia,RPG,16.331728199932105,1,Hard,16,52,87,2,Medium,979.9036919959262,0
9145,16,Male,Other,Sports,22.755435580784155,1,Easy,12,132,4,4,High,1365.3261348470494,1
9146,17,Male,USA,Simulation,22.397026414328703,0,Easy,17,105,60,37,High,1343.8215848597222,1
9147,31,Female,USA,Strategy,19.3903095458206,0,Easy,11,27,23,13,Low,1163.4185727492359,0
9148,16,Male,Europe,Strategy,3.84468318202322,0,Hard,3,159,8,44,Low,230.6809909213932,0
9149,16,Male,Other,Action,20.256331595040905,0,Easy,9,19,95,31,Medium,1215.3798957024542,0
9150,42,Male,Europe,Sports,0.0696432580417916,0,Hard,18,117,40,0,High,4.178595482507496,1
9151,37,Male,Asia,Strategy,21.99256342919033,0,Easy,9,138,13,19,Medium,1319.5538057514198,0
9152,46,Male,Other,Simulation,16.89538519745816,0,Hard,0,140,95,46,Low,1013.7231118474897,0
9153,47,Female,Europe,RPG,4.200586153886301,1,Hard,19,70,49,44,High,252.0351692331781,1
9154,15,Male,Asia,Action,13.54125180437538,0,Easy,8,39,45,45,Medium,812.4751082625228,0
9155,33,Male,Europe,Simulation,15.047202136340912,0,Easy,11,92,39,43,Medium,902.8321281804548,0
9156,16,Male,Europe,Action,6.43544723306335,0,Easy,9,50,82,18,Medium,386.126833983801,0
9157,40,Female,Europe,Strategy,20.427872446354915,0,Medium,3,138,36,30,Medium,1225.672346781295,0
9158,46,Male,Europe,Sports,12.306317179031524,1,Medium,11,179,91,4,High,738.3790307418915,1
9159,20,Male,Europe,RPG,13.545984293255724,1,Hard,12,135,66,49,High,812.7590575953435,1
9160,46,Male,Europe,Strategy,21.26668304303152,0,Easy,18,164,26,41,High,1276.000982581891,1
9161,18,Female,Europe,Sports,15.711803560774973,0,Easy,11,90,2,5,Medium,942.7082136464984,0
9162,25,Female,USA,RPG,14.159710470426695,0,Easy,8,110,33,28,Medium,849.5826282256018,0
9163,31,Male,Europe,Sports,3.02265403529026,0,Hard,12,103,80,13,High,181.35924211741562,1
9164,38,Female,USA,Strategy,13.000048094097826,0,Medium,0,146,4,13,Low,780.0028856458696,0
9165,19,Male,USA,RPG,21.93431700858416,1,Medium,10,30,55,9,Low,1316.0590205150495,0
9166,48,Male,Asia,Simulation,14.55648155952392,0,Medium,15,133,32,25,High,873.3888935714352,1
9167,20,Male,USA,Strategy,6.831045096377894,0,Hard,4,166,81,31,Medium,409.86270578267363,0
9168,36,Male,Europe,Action,19.89311377371636,0,Easy,11,142,61,48,High,1193.5868264229816,1
9169,25,Female,Asia,RPG,10.42417873030862,0,Medium,13,102,7,40,Medium,625.4507238185172,0
9170,30,Female,Europe,Sports,1.899978614861616,0,Easy,5,144,79,13,Medium,113.99871689169696,0
9171,47,Male,USA,Strategy,11.597118678148016,0,Medium,15,67,83,27,Medium,695.827120688881,0
9172,23,Male,USA,Sports,18.27652465418603,1,Medium,9,105,56,39,Medium,1096.591479251162,0
9173,20,Male,USA,Simulation,22.044392327303783,0,Medium,4,98,67,26,Medium,1322.663539638227,0
9174,30,Male,USA,Sports,15.948489997170093,0,Medium,14,89,67,14,Medium,956.9093998302055,0
9175,43,Female,USA,Strategy,20.12914668256816,0,Medium,3,80,5,41,Low,1207.7488009540896,0
9176,17,Female,Europe,RPG,17.9931805634337,1,Easy,6,24,49,1,Low,1079.590833806022,0
9177,34,Female,USA,Strategy,4.372198464901213,1,Easy,16,31,20,20,Medium,262.33190789407274,0
9178,33,Male,Other,Action,23.620041289280746,0,Hard,19,105,3,37,High,1417.2024773568448,1
9179,40,Female,Europe,Action,1.354730944210508,0,Easy,16,47,61,7,Medium,81.28385665263048,0
9180,17,Male,Europe,Sports,6.574572253509393,0,Easy,18,20,23,19,Medium,394.4743352105636,0
9181,33,Female,Europe,Sports,18.321743627753676,0,Easy,6,149,16,17,Medium,1099.3046176652206,0
9182,34,Male,Europe,Strategy,3.216007888051876,0,Easy,13,50,10,2,Medium,192.96047328311255,0
9183,46,Male,Europe,Sports,13.631729677404424,0,Easy,14,10,64,39,Low,817.9037806442655,0
9184,21,Male,Asia,Sports,15.13612279233146,0,Easy,9,116,62,3,Medium,908.1673675398876,0
9185,47,Male,Asia,Sports,16.499476486422957,0,Easy,15,152,36,5,High,989.9685891853774,1
9186,32,Female,Europe,RPG,3.85561961786126,0,Medium,14,128,79,24,High,231.3371770716756,1
9187,15,Female,Other,Action,4.978798830139363,1,Hard,16,65,74,23,Medium,298.72792980836175,0
9188,25,Female,Europe,RPG,2.974934186662944,0,Easy,1,71,49,48,Low,178.49605119977664,0
9189,42,Male,USA,Strategy,4.110147347154558,0,Easy,12,90,67,35,Medium,246.60884082927348,0
9190,39,Male,USA,Simulation,19.99260066954823,0,Medium,16,151,64,36,High,1199.556040172894,1
9191,37,Female,USA,Action,2.729469336219645,0,Easy,4,121,14,11,Medium,163.7681601731787,0
9192,45,Female,Other,Strategy,9.63459187601608,1,Easy,5,48,84,15,Low,578.0755125609647,0
9193,44,Male,USA,Sports,0.3702480485716846,1,Easy,19,55,29,30,Medium,22.214882914301075,0
9194,49,Female,USA,Simulation,18.325518833316803,0,Hard,9,45,68,49,Medium,1099.5311299990083,0
9195,21,Female,Asia,Simulation,22.97264608486355,0,Medium,10,111,52,23,Medium,1378.358765091813,0
9196,30,Female,USA,Simulation,7.184139994380142,1,Easy,2,12,62,40,Low,431.0483996628085,0
9197,40,Male,USA,RPG,7.317818788521064,1,Hard,6,36,39,24,Low,439.06912731126386,0
9198,16,Female,Asia,Strategy,13.774599336278328,1,Easy,14,102,54,44,High,826.4759601766997,1
9199,15,Male,Europe,RPG,3.146993267598288,0,Medium,3,57,50,14,Low,188.81959605589728,0
9200,26,Female,Europe,RPG,14.448485059584431,0,Hard,5,175,75,7,Medium,866.9091035750658,0
9201,19,Male,USA,Action,13.206464671501784,0,Easy,13,14,71,48,High,792.3878802901071,1
9202,46,Female,Europe,RPG,9.581422959226586,0,Easy,16,84,26,29,Medium,574.8853775535952,0
9203,23,Female,Asia,Sports,16.82033324174349,0,Medium,5,88,55,39,Medium,1009.2199945046094,0
9204,49,Male,Asia,Simulation,13.04654124266425,0,Easy,14,159,45,28,High,782.792474559855,1
9205,33,Female,Europe,Strategy,20.25525908465932,0,Easy,12,125,54,26,High,1215.3155450795591,1
9206,30,Male,USA,RPG,17.44815007107466,0,Easy,1,74,26,15,Low,1046.8890042644796,0
9207,17,Male,Asia,Strategy,13.928841782702174,0,Easy,10,103,94,8,Medium,835.7305069621304,0
9208,34,Male,Europe,Action,7.61448463495335,0,Easy,3,33,10,35,Low,456.869078097201,0
9209,38,Male,Asia,Simulation,0.6899550435470942,1,Medium,7,60,44,1,Medium,41.397302612825655,0
9210,47,Female,USA,Action,8.911863426695152,0,Easy,8,20,68,12,Low,534.7118056017091,0
9211,38,Male,Europe,RPG,18.55274687578926,0,Medium,2,93,30,20,Low,1113.1648125473557,0
9212,25,Female,Other,Strategy,21.391703085862,0,Easy,15,166,12,42,High,1283.5021851517201,1
9213,22,Male,USA,Action,20.423897033001715,0,Easy,8,91,87,34,Medium,1225.433821980103,0
9214,34,Female,Other,Simulation,8.868238178525782,1,Medium,1,168,47,23,Low,532.0942907115469,0
9215,49,Male,USA,RPG,0.7170876441501903,0,Easy,19,32,72,26,Medium,43.02525864901142,0
9216,39,Male,Europe,RPG,22.499660632378887,1,Easy,18,109,92,28,High,1349.9796379427332,1
9217,49,Female,Asia,Simulation,16.407666343253425,0,Easy,14,118,85,21,High,984.4599805952055,1
9218,39,Male,USA,Action,11.509506149071033,0,Easy,9,76,25,4,Medium,690.570368944262,0
9219,43,Female,Asia,Strategy,18.68207056827901,0,Easy,4,169,78,5,Medium,1120.9242340967405,0
9220,32,Male,USA,Simulation,2.146500572209561,0,Easy,6,172,33,43,Medium,128.79003433257367,0
9221,32,Male,Europe,Action,2.087579756279476,0,Medium,18,179,42,3,High,125.25478537676855,1
9222,16,Female,Asia,Sports,16.97257122809584,0,Medium,10,138,90,8,Medium,1018.3542736857505,0
9223,49,Female,USA,Action,1.623253181653097,0,Easy,17,27,33,38,Medium,97.39519089918582,0
9224,30,Male,USA,Action,1.1785839800921911,0,Medium,4,170,45,20,Medium,70.71503880553146,0
9225,47,Female,Other,Sports,17.286697607074213,0,Easy,14,150,50,30,High,1037.201856424453,1
9226,18,Male,Asia,Simulation,17.79411288336275,0,Easy,3,118,61,45,Medium,1067.646773001765,0
9227,47,Male,Asia,Simulation,9.90698720356799,0,Medium,1,82,14,48,Low,594.4192322140794,0
9228,28,Male,Europe,Action,9.398654752872655,0,Easy,2,121,82,19,Low,563.9192851723593,0
9229,35,Female,Asia,Sports,10.608533609506894,0,Easy,19,164,61,47,High,636.5120165704136,1
9230,34,Male,Other,Strategy,8.856054521931455,0,Easy,15,70,26,29,Medium,531.3632713158872,0
9231,22,Male,Europe,Action,10.707680703625662,0,Easy,1,140,81,30,Low,642.4608422175397,0
9232,21,Female,Asia,Strategy,4.453186248993083,0,Medium,0,146,58,37,Low,267.191174939585,0
9233,17,Male,USA,RPG,14.015747922351792,1,Easy,11,23,4,7,Low,840.9448753411075,0
9234,31,Male,Europe,Simulation,12.409088586391764,1,Easy,11,87,88,34,Medium,744.5453151835059,0
9235,47,Male,USA,Action,15.972033037206106,0,Easy,4,76,69,43,Medium,958.3219822323664,0
9236,26,Male,Europe,Action,4.381658634610372,0,Easy,3,68,5,2,Low,262.8995180766223,0
9237,36,Male,USA,Sports,2.1331622085625748,1,Hard,2,71,91,13,Low,127.98973251375449,0
9238,36,Male,USA,Sports,19.34566527732695,0,Easy,13,160,3,0,High,1160.7399166396171,1
9239,44,Male,USA,RPG,21.698472616540517,0,Hard,15,101,24,7,Medium,1301.908356992431,0
9240,22,Male,Europe,Sports,4.129688542183922,0,Hard,1,122,90,42,Medium,247.7813125310353,0
9241,41,Female,Europe,Strategy,9.98472880220081,1,Easy,12,61,88,42,Medium,599.0837281320486,0
9242,41,Female,USA,Sports,17.404774401438523,0,Hard,1,26,42,24,Low,1044.2864640863113,0
9243,48,Female,Other,Sports,12.586931645419732,0,Easy,18,79,52,1,Medium,755.2158987251839,0
9244,35,Male,USA,Action,13.605657669675177,0,Easy,10,65,96,15,Medium,816.3394601805106,0
9245,44,Male,Asia,Sports,8.210817815441171,0,Medium,10,63,54,20,Medium,492.64906892647025,0
9246,47,Female,USA,Action,2.8794355360014148,0,Medium,10,36,6,27,Medium,172.76613216008488,0
9247,42,Female,USA,Strategy,23.05222849282748,1,Easy,11,144,49,41,High,1383.133709569649,1
9248,47,Male,USA,RPG,17.84181542715376,0,Hard,3,88,56,41,Medium,1070.5089256292258,0
9249,19,Male,Other,RPG,7.702088004425916,1,Medium,2,159,17,32,Medium,462.125280265555,0
9250,33,Female,Asia,Action,17.154279799063623,0,Easy,3,57,62,9,Low,1029.2567879438175,0
9251,18,Male,USA,RPG,9.378216853442584,0,Medium,1,95,40,32,Low,562.6930112065551,0
9252,49,Male,USA,Sports,4.680904119898592,0,Medium,0,75,7,36,Medium,280.8542471939155,0
9253,31,Male,Europe,Simulation,16.269288222360863,0,Easy,17,52,94,9,Medium,976.1572933416518,0
9254,42,Female,USA,Simulation,9.85265824315088,0,Easy,7,107,96,26,Medium,591.1594945890529,0
9255,44,Female,Other,Simulation,2.763290352533492,1,Easy,17,174,82,2,Low,165.79742115200952,0
9256,43,Female,Asia,Simulation,8.012559138925674,0,Hard,19,33,92,15,Medium,480.7535483355405,0
9257,20,Female,Asia,Sports,9.382503830481472,0,Hard,5,68,15,43,Medium,562.9502298288883,0
9258,49,Male,USA,Strategy,9.289914071234358,1,Easy,9,42,68,14,Medium,557.3948442740615,0
9259,38,Female,USA,Strategy,13.721984509391987,0,Easy,15,165,71,8,High,823.3190705635193,1
9260,43,Male,Other,RPG,10.484388577299274,1,Medium,12,10,56,38,Low,629.0633146379564,0
9261,45,Male,Europe,Sports,17.769281534284076,1,Medium,18,66,47,0,Medium,1066.1568920570446,0
9262,49,Female,Europe,RPG,14.95271715871735,0,Medium,17,65,5,47,Medium,897.163029523041,0
9263,47,Male,Europe,RPG,12.58329193982178,0,Easy,9,140,7,36,Low,754.9975163893068,0
9264,35,Male,USA,Strategy,18.289154324577385,0,Hard,11,56,63,9,Medium,1097.349259474643,0
9265,46,Female,Asia,Simulation,22.356748853299987,0,Medium,4,28,28,35,Low,1341.4049311979993,0
9266,37,Female,Other,Action,5.387593847876657,1,Easy,6,104,76,18,Medium,323.2556308725994,0
9267,47,Male,USA,Sports,18.980540801877705,0,Medium,17,14,93,36,Medium,1138.8324481126624,0
9268,17,Male,USA,Simulation,10.33863814913738,0,Medium,0,60,25,32,Low,620.3182889482428,0
